ID,tipo,PRO_COM,NOME_COM,NOME_PRO,NOME_REG,stato,Categoria,Sottocategoria,Ente destinatario,Dettaglio bene,Decreto destinazione,SourcePageURL
2043,bene immobile,63073,Sant'Antimo,NAPOLI,CAMPANIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6241&tipo=0&stato=2
2044,bene immobile,63073,Sant'Antimo,NAPOLI,CAMPANIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6241&tipo=0&stato=2
2045,bene immobile,63073,Sant'Antimo,NAPOLI,CAMPANIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6241&tipo=0&stato=2
2046,bene immobile,63073,Sant'Antimo,NAPOLI,CAMPANIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6241&tipo=0&stato=2
2047,bene immobile,63073,Sant'Antimo,NAPOLI,CAMPANIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Carabinieri,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6241&tipo=0&stato=2
2048,bene immobile,102003,Briatico,VIBO VALENTIA,CALABRIA,In gestione,Unità immobiliare a destinazione commerciale e industriale,Altro,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=90&comune=7288&tipo=0&stato=1
2049,bene immobile,63073,Sant'Antimo,NAPOLI,CAMPANIA,Usciti dalla gestione,Terreno,Terreno agricolo,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6241&tipo=0&stato=4
2050,bene immobile,63073,Sant'Antimo,NAPOLI,CAMPANIA,Usciti dalla gestione,Terreno,Terreno agricolo,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6241&tipo=0&stato=4
2051,bene immobile,63073,Sant'Antimo,NAPOLI,CAMPANIA,Usciti dalla gestione,Terreno,Terreno agricolo,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6241&tipo=0&stato=4
2052,bene immobile,91043,Lula,NUORO,SARDEGNA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=20&provincia=101&comune=7857&tipo=0&stato=2
2053,bene immobile,75079,Squinzano,LECCE,PUGLIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=83&comune=6777&tipo=0&stato=1
2054,bene immobile,75079,Squinzano,LECCE,PUGLIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&id=65&Itemid=27&stato=1&tipo=0&page=1&id_bene=255300,http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/2013_0019168.pdf,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=83&comune=6777&tipo=0&stato=1
2055,bene immobile,75079,Squinzano,LECCE,PUGLIA,In gestione,Unità immobiliare a destinazione commerciale e industriale,Altro,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=83&comune=6777&tipo=0&stato=1
2056,bene immobile,75079,Squinzano,LECCE,PUGLIA,In gestione,Unità immobiliare a destinazione commerciale e industriale,Altro,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=83&comune=6777&tipo=0&stato=1
2057,bene immobile,75079,Squinzano,LECCE,PUGLIA,In gestione,Terreno,Terreno agricolo,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=83&comune=6777&tipo=0&stato=1
2058,bene immobile,75079,Squinzano,LECCE,PUGLIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Carabinieri,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=83&comune=6777&tipo=0&stato=2
2059,bene immobile,75079,Squinzano,LECCE,PUGLIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Carabinieri,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=83&comune=6777&tipo=0&stato=2
2060,bene immobile,75079,Squinzano,LECCE,PUGLIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Carabinieri,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=83&comune=6777&tipo=0&stato=2
2061,bene immobile,75079,Squinzano,LECCE,PUGLIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Carabinieri,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=83&comune=6777&tipo=0&stato=2
2062,bene immobile,75079,Squinzano,LECCE,PUGLIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Altro,Carabinieri,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=83&comune=6777&tipo=0&stato=2
2063,bene immobile,84039,Sant'Angelo Muxaro,AGRIGENTO,SICILIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7588&tipo=0&stato=2
2064,bene immobile,84039,Sant'Angelo Muxaro,AGRIGENTO,SICILIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7588&tipo=0&stato=2
2065,bene immobile,84039,Sant'Angelo Muxaro,AGRIGENTO,SICILIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7588&tipo=0&stato=2
2066,bene immobile,84039,Sant'Angelo Muxaro,AGRIGENTO,SICILIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7588&tipo=0&stato=2
2067,bene immobile,84039,Sant'Angelo Muxaro,AGRIGENTO,SICILIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7588&tipo=0&stato=2
2068,bene immobile,84039,Sant'Angelo Muxaro,AGRIGENTO,SICILIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7588&tipo=0&stato=2
2069,bene immobile,84039,Sant'Angelo Muxaro,AGRIGENTO,SICILIA,In gestione,Terreno,Terreno agricolo,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7588&tipo=0&stato=1
2070,bene immobile,50029,Pontedera,PISA,TOSCANA,Usciti dalla gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=9&provincia=52&comune=4710&tipo=0&stato=4
2071,bene immobile,50029,Pontedera,PISA,TOSCANA,Usciti dalla gestione,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=9&provincia=52&comune=4710&tipo=0&stato=4
2072,bene immobile,81007,Custonaci,TRAPANI,SICILIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=91&comune=7342&tipo=0&stato=2
2073,bene immobile,81007,Custonaci,TRAPANI,SICILIA,Destinati consegnati,Terreno,Terreno edificabile,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=91&comune=7342&tipo=0&stato=2
2074,bene immobile,81007,Custonaci,TRAPANI,SICILIA,Destinati consegnati,Terreno,Terreno agricolo,Regioni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=91&comune=7342&tipo=0&stato=2
2075,bene immobile,81007,Custonaci,TRAPANI,SICILIA,Destinati consegnati,Terreno,Terreno agricolo,Regioni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=91&comune=7342&tipo=0&stato=2
2076,bene immobile,75090,Ugento,LECCE,PUGLIA,Usciti dalla gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=83&comune=6788&tipo=0&stato=4
2077,bene immobile,75090,Ugento,LECCE,PUGLIA,Usciti dalla gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=83&comune=6788&tipo=0&stato=4
2078,bene immobile,71027,Lesina,FOGGIA,PUGLIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=79&comune=6564&tipo=0&stato=1
2079,bene immobile,71027,Lesina,FOGGIA,PUGLIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=79&comune=6564&tipo=0&stato=1
2080,bene immobile,73009,Laterza,TARANTO,PUGLIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=81&comune=6658&tipo=0&stato=2
2081,bene immobile,73009,Laterza,TARANTO,PUGLIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=81&comune=6658&tipo=0&stato=2
2082,bene immobile,75090,Ugento,LECCE,PUGLIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=83&comune=6788&tipo=0&stato=2
2083,bene immobile,75090,Ugento,LECCE,PUGLIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=83&comune=6788&tipo=0&stato=2
2084,bene immobile,75090,Ugento,LECCE,PUGLIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=83&comune=6788&tipo=0&stato=2
2085,bene immobile,75090,Ugento,LECCE,PUGLIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=83&comune=6788&tipo=0&stato=2
2086,bene immobile,75090,Ugento,LECCE,PUGLIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Villa,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=83&comune=6788&tipo=0&stato=2
2087,bene immobile,75090,Ugento,LECCE,PUGLIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=83&comune=6788&tipo=0&stato=2
2088,bene immobile,75090,Ugento,LECCE,PUGLIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=83&comune=6788&tipo=0&stato=2
2089,bene immobile,75090,Ugento,LECCE,PUGLIA,Destinati consegnati,Terreno,Terreno con fabbricato rurale,Comuni,no data,http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/77.pdf,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=83&comune=6788&tipo=0&stato=2
2090,bene immobile,75090,Ugento,LECCE,PUGLIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=83&comune=6788&tipo=0&stato=2
2091,bene immobile,80073,San Lorenzo,REGGIO DI CALABRIA,CALABRIA,In gestione,Unità immobiliare a destinazione commerciale e industriale,Altro,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7234&tipo=0&stato=1
2092,bene immobile,80073,San Lorenzo,REGGIO DI CALABRIA,CALABRIA,In gestione,Terreno,Terreno agricolo,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7234&tipo=0&stato=1
2093,bene immobile,59031,Spigno Saturnia,LATINA,LAZIO,Destinati consegnati,Terreno,Terreno agricolo,Regioni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=12&provincia=66&comune=5452&tipo=0&stato=2
2094,bene immobile,59031,Spigno Saturnia,LATINA,LAZIO,Destinati consegnati,Terreno,Terreno agricolo,Regioni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=12&provincia=66&comune=5452&tipo=0&stato=2
2095,bene immobile,63073,Sant'Antimo,NAPOLI,CAMPANIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6241&tipo=0&stato=1
